"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"353","Male","40-59","Hispanic","Some college/TS","SBP>=140","Underweight","Smoke",0
"354","Female","40-59","Hispanic","Some college/TS","SBP>=140","Underweight","Smoke",0
"355","Male","59+","Hispanic","Some college/TS","SBP>=140","Underweight","Smoke",0
"356","Female","59+","Hispanic","Some college/TS","SBP>=140","Underweight","Smoke",0
"357","Male","40-59","Other","Some college/TS","SBP>=140","Underweight","Smoke",0
"358","Female","40-59","Other","Some college/TS","SBP>=140","Underweight","Smoke",0
"359","Male","59+","Other","Some college/TS","SBP>=140","Underweight","Smoke",0
"360","Female","59+","Other","Some college/TS","SBP>=140","Underweight","Smoke",0
"361","Male","40-59","NH White",">=College grad","SBP>=140","Underweight","Smoke",0
"362","Female","40-59","NH White",">=College grad","SBP>=140","Underweight","Smoke",0
"363","Male","59+","NH White",">=College grad","SBP>=140","Underweight","Smoke",0
"364","Female","59+","NH White",">=College grad","SBP>=140","Underweight","Smoke",0
"365","Male","40-59","NH Black",">=College grad","SBP>=140","Underweight","Smoke",0
"366","Female","40-59","NH Black",">=College grad","SBP>=140","Underweight","Smoke",0
"367","Male","59+","NH Black",">=College grad","SBP>=140","Underweight","Smoke",0
"368","Female","59+","NH Black",">=College grad","SBP>=140","Underweight","Smoke",0
"369","Male","40-59","NH Asian",">=College grad","SBP>=140","Underweight","Smoke",0
"370","Female","40-59","NH Asian",">=College grad","SBP>=140","Underweight","Smoke",0
"371","Male","59+","NH Asian",">=College grad","SBP>=140","Underweight","Smoke",0
"372","Female","59+","NH Asian",">=College grad","SBP>=140","Underweight","Smoke",0
"373","Male","40-59","Hispanic",">=College grad","SBP>=140","Underweight","Smoke",0
"374","Female","40-59","Hispanic",">=College grad","SBP>=140","Underweight","Smoke",0
"375","Male","59+","Hispanic",">=College grad","SBP>=140","Underweight","Smoke",0
"376","Female","59+","Hispanic",">=College grad","SBP>=140","Underweight","Smoke",0
"377","Male","40-59","Other",">=College grad","SBP>=140","Underweight","Smoke",0
"378","Female","40-59","Other",">=College grad","SBP>=140","Underweight","Smoke",0
"379","Male","59+","Other",">=College grad","SBP>=140","Underweight","Smoke",0
"380","Female","59+","Other",">=College grad","SBP>=140","Underweight","Smoke",0
"381","Male","40-59","NH White",NA,"SBP>=140","Underweight","Smoke",0
"382","Female","40-59","NH White",NA,"SBP>=140","Underweight","Smoke",0
"383","Male","59+","NH White",NA,"SBP>=140","Underweight","Smoke",0
"384","Female","59+","NH White",NA,"SBP>=140","Underweight","Smoke",0
"385","Male","40-59","NH Black",NA,"SBP>=140","Underweight","Smoke",0
"386","Female","40-59","NH Black",NA,"SBP>=140","Underweight","Smoke",0
"387","Male","59+","NH Black",NA,"SBP>=140","Underweight","Smoke",0
"388","Female","59+","NH Black",NA,"SBP>=140","Underweight","Smoke",0
"389","Male","40-59","NH Asian",NA,"SBP>=140","Underweight","Smoke",0
"390","Female","40-59","NH Asian",NA,"SBP>=140","Underweight","Smoke",0
"391","Male","59+","NH Asian",NA,"SBP>=140","Underweight","Smoke",0
"392","Female","59+","NH Asian",NA,"SBP>=140","Underweight","Smoke",0
"393","Male","40-59","Hispanic",NA,"SBP>=140","Underweight","Smoke",0
"394","Female","40-59","Hispanic",NA,"SBP>=140","Underweight","Smoke",0
"395","Male","59+","Hispanic",NA,"SBP>=140","Underweight","Smoke",0
"396","Female","59+","Hispanic",NA,"SBP>=140","Underweight","Smoke",0
"397","Male","40-59","Other",NA,"SBP>=140","Underweight","Smoke",0
"398","Female","40-59","Other",NA,"SBP>=140","Underweight","Smoke",0
"399","Male","59+","Other",NA,"SBP>=140","Underweight","Smoke",0
"400","Female","59+","Other",NA,"SBP>=140","Underweight","Smoke",0
"401","Male","40-59","NH White","<HSG",NA,"Underweight","Smoke",0
"402","Female","40-59","NH White","<HSG",NA,"Underweight","Smoke",0
"403","Male","59+","NH White","<HSG",NA,"Underweight","Smoke",0
"404","Female","59+","NH White","<HSG",NA,"Underweight","Smoke",0
"405","Male","40-59","NH Black","<HSG",NA,"Underweight","Smoke",0
"406","Female","40-59","NH Black","<HSG",NA,"Underweight","Smoke",0
"407","Male","59+","NH Black","<HSG",NA,"Underweight","Smoke",0
"408","Female","59+","NH Black","<HSG",NA,"Underweight","Smoke",0
"409","Male","40-59","NH Asian","<HSG",NA,"Underweight","Smoke",0
"410","Female","40-59","NH Asian","<HSG",NA,"Underweight","Smoke",0
"411","Male","59+","NH Asian","<HSG",NA,"Underweight","Smoke",0
"412","Female","59+","NH Asian","<HSG",NA,"Underweight","Smoke",0
"413","Male","40-59","Hispanic","<HSG",NA,"Underweight","Smoke",0
"414","Female","40-59","Hispanic","<HSG",NA,"Underweight","Smoke",0
"415","Male","59+","Hispanic","<HSG",NA,"Underweight","Smoke",0
"416","Female","59+","Hispanic","<HSG",NA,"Underweight","Smoke",0
"417","Male","40-59","Other","<HSG",NA,"Underweight","Smoke",0
"418","Female","40-59","Other","<HSG",NA,"Underweight","Smoke",0
"419","Male","59+","Other","<HSG",NA,"Underweight","Smoke",0
"420","Female","59+","Other","<HSG",NA,"Underweight","Smoke",0
"421","Male","40-59","NH White","HSG/GED",NA,"Underweight","Smoke",0
"422","Female","40-59","NH White","HSG/GED",NA,"Underweight","Smoke",0
"423","Male","59+","NH White","HSG/GED",NA,"Underweight","Smoke",0
"424","Female","59+","NH White","HSG/GED",NA,"Underweight","Smoke",0
"425","Male","40-59","NH Black","HSG/GED",NA,"Underweight","Smoke",0
"426","Female","40-59","NH Black","HSG/GED",NA,"Underweight","Smoke",0
"427","Male","59+","NH Black","HSG/GED",NA,"Underweight","Smoke",0
"428","Female","59+","NH Black","HSG/GED",NA,"Underweight","Smoke",0
"429","Male","40-59","NH Asian","HSG/GED",NA,"Underweight","Smoke",0
"430","Female","40-59","NH Asian","HSG/GED",NA,"Underweight","Smoke",0
"431","Male","59+","NH Asian","HSG/GED",NA,"Underweight","Smoke",0
"432","Female","59+","NH Asian","HSG/GED",NA,"Underweight","Smoke",0
"433","Male","40-59","Hispanic","HSG/GED",NA,"Underweight","Smoke",0
"434","Female","40-59","Hispanic","HSG/GED",NA,"Underweight","Smoke",0
"435","Male","59+","Hispanic","HSG/GED",NA,"Underweight","Smoke",0
"436","Female","59+","Hispanic","HSG/GED",NA,"Underweight","Smoke",0
"437","Male","40-59","Other","HSG/GED",NA,"Underweight","Smoke",0
"438","Female","40-59","Other","HSG/GED",NA,"Underweight","Smoke",0
"439","Male","59+","Other","HSG/GED",NA,"Underweight","Smoke",0
"440","Female","59+","Other","HSG/GED",NA,"Underweight","Smoke",0
"441","Male","40-59","NH White","Some college/TS",NA,"Underweight","Smoke",0
"442","Female","40-59","NH White","Some college/TS",NA,"Underweight","Smoke",0
"443","Male","59+","NH White","Some college/TS",NA,"Underweight","Smoke",0
"444","Female","59+","NH White","Some college/TS",NA,"Underweight","Smoke",0
"445","Male","40-59","NH Black","Some college/TS",NA,"Underweight","Smoke",0
"446","Female","40-59","NH Black","Some college/TS",NA,"Underweight","Smoke",0
"447","Male","59+","NH Black","Some college/TS",NA,"Underweight","Smoke",0
"448","Female","59+","NH Black","Some college/TS",NA,"Underweight","Smoke",0
"449","Male","40-59","NH Asian","Some college/TS",NA,"Underweight","Smoke",0
"450","Female","40-59","NH Asian","Some college/TS",NA,"Underweight","Smoke",0
"451","Male","59+","NH Asian","Some college/TS",NA,"Underweight","Smoke",0
"452","Female","59+","NH Asian","Some college/TS",NA,"Underweight","Smoke",0
"453","Male","40-59","Hispanic","Some college/TS",NA,"Underweight","Smoke",0
"454","Female","40-59","Hispanic","Some college/TS",NA,"Underweight","Smoke",0
"455","Male","59+","Hispanic","Some college/TS",NA,"Underweight","Smoke",0
"456","Female","59+","Hispanic","Some college/TS",NA,"Underweight","Smoke",0
"457","Male","40-59","Other","Some college/TS",NA,"Underweight","Smoke",0
"458","Female","40-59","Other","Some college/TS",NA,"Underweight","Smoke",0
"459","Male","59+","Other","Some college/TS",NA,"Underweight","Smoke",0
"460","Female","59+","Other","Some college/TS",NA,"Underweight","Smoke",0
"461","Male","40-59","NH White",">=College grad",NA,"Underweight","Smoke",0
"462","Female","40-59","NH White",">=College grad",NA,"Underweight","Smoke",0
"463","Male","59+","NH White",">=College grad",NA,"Underweight","Smoke",0
"464","Female","59+","NH White",">=College grad",NA,"Underweight","Smoke",0
"465","Male","40-59","NH Black",">=College grad",NA,"Underweight","Smoke",0
"466","Female","40-59","NH Black",">=College grad",NA,"Underweight","Smoke",0
"467","Male","59+","NH Black",">=College grad",NA,"Underweight","Smoke",0
"468","Female","59+","NH Black",">=College grad",NA,"Underweight","Smoke",0
"469","Male","40-59","NH Asian",">=College grad",NA,"Underweight","Smoke",0
"470","Female","40-59","NH Asian",">=College grad",NA,"Underweight","Smoke",0
"471","Male","59+","NH Asian",">=College grad",NA,"Underweight","Smoke",0
"472","Female","59+","NH Asian",">=College grad",NA,"Underweight","Smoke",0
"473","Male","40-59","Hispanic",">=College grad",NA,"Underweight","Smoke",0
"474","Female","40-59","Hispanic",">=College grad",NA,"Underweight","Smoke",0
"475","Male","59+","Hispanic",">=College grad",NA,"Underweight","Smoke",0
"476","Female","59+","Hispanic",">=College grad",NA,"Underweight","Smoke",0
"477","Male","40-59","Other",">=College grad",NA,"Underweight","Smoke",0
"478","Female","40-59","Other",">=College grad",NA,"Underweight","Smoke",0
"479","Male","59+","Other",">=College grad",NA,"Underweight","Smoke",0
"480","Female","59+","Other",">=College grad",NA,"Underweight","Smoke",0
"481","Male","40-59","NH White",NA,NA,"Underweight","Smoke",0
"482","Female","40-59","NH White",NA,NA,"Underweight","Smoke",0
"483","Male","59+","NH White",NA,NA,"Underweight","Smoke",0
"484","Female","59+","NH White",NA,NA,"Underweight","Smoke",0
"485","Male","40-59","NH Black",NA,NA,"Underweight","Smoke",0
"486","Female","40-59","NH Black",NA,NA,"Underweight","Smoke",0
"487","Male","59+","NH Black",NA,NA,"Underweight","Smoke",0
"488","Female","59+","NH Black",NA,NA,"Underweight","Smoke",0
"489","Male","40-59","NH Asian",NA,NA,"Underweight","Smoke",0
"490","Female","40-59","NH Asian",NA,NA,"Underweight","Smoke",0
"491","Male","59+","NH Asian",NA,NA,"Underweight","Smoke",0
"492","Female","59+","NH Asian",NA,NA,"Underweight","Smoke",0
"493","Male","40-59","Hispanic",NA,NA,"Underweight","Smoke",0
"494","Female","40-59","Hispanic",NA,NA,"Underweight","Smoke",0
"495","Male","59+","Hispanic",NA,NA,"Underweight","Smoke",0
"496","Female","59+","Hispanic",NA,NA,"Underweight","Smoke",0
"497","Male","40-59","Other",NA,NA,"Underweight","Smoke",0
"498","Female","40-59","Other",NA,NA,"Underweight","Smoke",0
"499","Male","59+","Other",NA,NA,"Underweight","Smoke",0
"500","Female","59+","Other",NA,NA,"Underweight","Smoke",0
"501","Male","40-59","NH White","<HSG","SBP<120","Normal weight","Smoke",154381
"502","Female","40-59","NH White","<HSG","SBP<120","Normal weight","Smoke",0
"503","Male","59+","NH White","<HSG","SBP<120","Normal weight","Smoke",39195
"504","Female","59+","NH White","<HSG","SBP<120","Normal weight","Smoke",38682
"505","Male","40-59","NH Black","<HSG","SBP<120","Normal weight","Smoke",0
"506","Female","40-59","NH Black","<HSG","SBP<120","Normal weight","Smoke",0
"507","Male","59+","NH Black","<HSG","SBP<120","Normal weight","Smoke",13234
"508","Female","59+","NH Black","<HSG","SBP<120","Normal weight","Smoke",0
"509","Male","40-59","NH Asian","<HSG","SBP<120","Normal weight","Smoke",0
"510","Female","40-59","NH Asian","<HSG","SBP<120","Normal weight","Smoke",0
"511","Male","59+","NH Asian","<HSG","SBP<120","Normal weight","Smoke",0
"512","Female","59+","NH Asian","<HSG","SBP<120","Normal weight","Smoke",0
"513","Male","40-59","Hispanic","<HSG","SBP<120","Normal weight","Smoke",0
"514","Female","40-59","Hispanic","<HSG","SBP<120","Normal weight","Smoke",0
"515","Male","59+","Hispanic","<HSG","SBP<120","Normal weight","Smoke",0
"516","Female","59+","Hispanic","<HSG","SBP<120","Normal weight","Smoke",0
"517","Male","40-59","Other","<HSG","SBP<120","Normal weight","Smoke",10603
"518","Female","40-59","Other","<HSG","SBP<120","Normal weight","Smoke",0
"519","Male","59+","Other","<HSG","SBP<120","Normal weight","Smoke",0
"520","Female","59+","Other","<HSG","SBP<120","Normal weight","Smoke",0
"521","Male","40-59","NH White","HSG/GED","SBP<120","Normal weight","Smoke",0
"522","Female","40-59","NH White","HSG/GED","SBP<120","Normal weight","Smoke",0
"523","Male","59+","NH White","HSG/GED","SBP<120","Normal weight","Smoke",21015
"524","Female","59+","NH White","HSG/GED","SBP<120","Normal weight","Smoke",45992
"525","Male","40-59","NH Black","HSG/GED","SBP<120","Normal weight","Smoke",0
"526","Female","40-59","NH Black","HSG/GED","SBP<120","Normal weight","Smoke",0
"527","Male","59+","NH Black","HSG/GED","SBP<120","Normal weight","Smoke",0
"528","Female","59+","NH Black","HSG/GED","SBP<120","Normal weight","Smoke",0
"529","Male","40-59","NH Asian","HSG/GED","SBP<120","Normal weight","Smoke",0
"530","Female","40-59","NH Asian","HSG/GED","SBP<120","Normal weight","Smoke",0
"531","Male","59+","NH Asian","HSG/GED","SBP<120","Normal weight","Smoke",0
"532","Female","59+","NH Asian","HSG/GED","SBP<120","Normal weight","Smoke",0
"533","Male","40-59","Hispanic","HSG/GED","SBP<120","Normal weight","Smoke",0
"534","Female","40-59","Hispanic","HSG/GED","SBP<120","Normal weight","Smoke",0
"535","Male","59+","Hispanic","HSG/GED","SBP<120","Normal weight","Smoke",0
"536","Female","59+","Hispanic","HSG/GED","SBP<120","Normal weight","Smoke",0
"537","Male","40-59","Other","HSG/GED","SBP<120","Normal weight","Smoke",0
"538","Female","40-59","Other","HSG/GED","SBP<120","Normal weight","Smoke",19700
"539","Male","59+","Other","HSG/GED","SBP<120","Normal weight","Smoke",0
"540","Female","59+","Other","HSG/GED","SBP<120","Normal weight","Smoke",0
"541","Male","40-59","NH White","Some college/TS","SBP<120","Normal weight","Smoke",0
"542","Female","40-59","NH White","Some college/TS","SBP<120","Normal weight","Smoke",54067
"543","Male","59+","NH White","Some college/TS","SBP<120","Normal weight","Smoke",0
"544","Female","59+","NH White","Some college/TS","SBP<120","Normal weight","Smoke",0
"545","Male","40-59","NH Black","Some college/TS","SBP<120","Normal weight","Smoke",0
"546","Female","40-59","NH Black","Some college/TS","SBP<120","Normal weight","Smoke",0
"547","Male","59+","NH Black","Some college/TS","SBP<120","Normal weight","Smoke",0
"548","Female","59+","NH Black","Some college/TS","SBP<120","Normal weight","Smoke",0
"549","Male","40-59","NH Asian","Some college/TS","SBP<120","Normal weight","Smoke",0
"550","Female","40-59","NH Asian","Some college/TS","SBP<120","Normal weight","Smoke",0
"551","Male","59+","NH Asian","Some college/TS","SBP<120","Normal weight","Smoke",0
"552","Female","59+","NH Asian","Some college/TS","SBP<120","Normal weight","Smoke",0
"553","Male","40-59","Hispanic","Some college/TS","SBP<120","Normal weight","Smoke",0
"554","Female","40-59","Hispanic","Some college/TS","SBP<120","Normal weight","Smoke",0
"555","Male","59+","Hispanic","Some college/TS","SBP<120","Normal weight","Smoke",0
"556","Female","59+","Hispanic","Some college/TS","SBP<120","Normal weight","Smoke",0
"557","Male","40-59","Other","Some college/TS","SBP<120","Normal weight","Smoke",0
"558","Female","40-59","Other","Some college/TS","SBP<120","Normal weight","Smoke",0
"559","Male","59+","Other","Some college/TS","SBP<120","Normal weight","Smoke",0
"560","Female","59+","Other","Some college/TS","SBP<120","Normal weight","Smoke",0
"561","Male","40-59","NH White",">=College grad","SBP<120","Normal weight","Smoke",35881
"562","Female","40-59","NH White",">=College grad","SBP<120","Normal weight","Smoke",0
"563","Male","59+","NH White",">=College grad","SBP<120","Normal weight","Smoke",0
"564","Female","59+","NH White",">=College grad","SBP<120","Normal weight","Smoke",41995
"565","Male","40-59","NH Black",">=College grad","SBP<120","Normal weight","Smoke",0
"566","Female","40-59","NH Black",">=College grad","SBP<120","Normal weight","Smoke",0
"567","Male","59+","NH Black",">=College grad","SBP<120","Normal weight","Smoke",16147
"568","Female","59+","NH Black",">=College grad","SBP<120","Normal weight","Smoke",0
"569","Male","40-59","NH Asian",">=College grad","SBP<120","Normal weight","Smoke",0
"570","Female","40-59","NH Asian",">=College grad","SBP<120","Normal weight","Smoke",19255
"571","Male","59+","NH Asian",">=College grad","SBP<120","Normal weight","Smoke",0
"572","Female","59+","NH Asian",">=College grad","SBP<120","Normal weight","Smoke",0
"573","Male","40-59","Hispanic",">=College grad","SBP<120","Normal weight","Smoke",0
"574","Female","40-59","Hispanic",">=College grad","SBP<120","Normal weight","Smoke",0
"575","Male","59+","Hispanic",">=College grad","SBP<120","Normal weight","Smoke",0
"576","Female","59+","Hispanic",">=College grad","SBP<120","Normal weight","Smoke",0
"577","Male","40-59","Other",">=College grad","SBP<120","Normal weight","Smoke",0
"578","Female","40-59","Other",">=College grad","SBP<120","Normal weight","Smoke",0
"579","Male","59+","Other",">=College grad","SBP<120","Normal weight","Smoke",0
"580","Female","59+","Other",">=College grad","SBP<120","Normal weight","Smoke",0
"581","Male","40-59","NH White",NA,"SBP<120","Normal weight","Smoke",0
"582","Female","40-59","NH White",NA,"SBP<120","Normal weight","Smoke",0
